Indexed from docIDs:37261,37913,37914,37915,37916,37917,37918,37919,37920,37921,37922,37923,37924,37925,37926,37927,37928,37929,37930,37931,37932,37933,37934,37935,37936,37937,37938,37939,37940,37941,37942,37943,37944,37945,37946,37947,37948,37949,37950,37951,37952,37953,37954,37955,37956,37957,37958,37959,37960,37961,37962,37963,38099,38214,38215,38216,38217,38218,38219,38220,38221,38222,38223,38224,38225,38226,38227,38228,38229,38230,38231,38232,38233,38234,38235,38236,38237,38238,38239,38240,38241,38242,38243,38244,38245,38246,38247,38248,38249,38250,38251,38252,38253,38254,38255,38256,38257,38258,38259,38260,38261,38262,38263,38264,38265,38266,38267,38268,38269,38270,38271,38272,38273,38274,38275,38276,38277,38278,38279,38280,38281,38282,38283,38284,38285,38286,38287,38288,38289,38290,38291,38292,38293,38294,38295,38296,38297,38298,38299,38300,38301,38302,38303,38304,38305,38306,38307,38308,38309,38310,38311,38312,38313,38314,38315,38316,38317,38318,38319,38320,38321,38322,38323,38324,38325,38326,38327,38328,38329,38330,38331,38332,38333,38334,38335,38336,38337,38338,38339,38340,38341,38342,38343,38344,38345,38346,38347,38348,38349,38350,38351,38352,38353,38354,38355,38356,38357,38358,38359,38360,38361,38362,38363,38364,38365,38366,38367,38368,38369,38370,38371,38372,38373,38374,38375,38376,38377,38378,38379,38380,38381,38382,38383,38384,38385,38386,38387,38388,38389,38390,38391,38392,38393,38394,38395,38396,38397,38398,38399,38400,38401,38402,38403,38404,38405,38406,38407,38408,38409,38410,38411,38412,38413,38414,38415,38416,38417,38418,38420,38421,38422,38423,38424,38425,38426,38427,38428,38429,38430,38431,38432,38433,38434,38435,38436,38437,38438,38439,38440,38441,38442,38443,38444,38445,38446,38447,38448,38449,38450,38451,38452,38453,38454,38455,38456,38457,38458,38459,38460,38461,38462,38463,38464,38465,38466,38467,38468,38469,38470,38471,38472,38473,38474,38475,38476,38477,38478,38479,38480,38481,38482,38483,38484,38485,38486,38487,38488,38489,38490,38491,38492,38493,38494,38495,38496,38497,38498,38499,38500,38501,38502,38503,38504,38505,38506,38507,38508,38509,38510,38511,38512,38513,38514,38515,38516,38517,38518,38519,38520,38521,38522,38523,38524,38525,38526,38527,38528,38529,38530,38531,38532,38533,38534,38535,38536,38537,38538,38539,38540,38541,38542,38543,38544,38545,38546,38547,38548,38549,38550,38551,38552,38553,38554,38555,38556,38557,38558,38559,38560,38561,38562,38563,38564,38565,38566,38567,38568,38569,38570,38571,38572,38573,38574,38575,38576,38577,38578,38579,38580,38581,38582,38583,38584,38585,38586,38587,38588,38589,38590,38591,38592,38593,38594,38595,38596,38597,38598,38599,38600,38601,38602,38603,38604,38605,38606,38607,38608,38609,38610,38611,38612,38613,38614,38615,38616,38617,38618,38619,38620,38621,38622,38623,38624,38625,38626,38627,38628,38629,38630,38631,38632,38633,38634,38635,38636,38637,38638,38639,38640,38641,38642,38643,38644,38645,38646,38647,38648,38649,38650,38651,38652,38653,38654,38655,38656,38657,38658,38659,38660,38661,38662,38663,38664,38665,38666,38667,38668,38669,38670,38671,38672,38673,38674,38675,38676,38677,38678,38679,38680,38681,38682,38683,38684,38685,38686,38687,38688,38689,38690,38691,38692,38693,38694,38695,38696,38697,38698,38699,38700,38701,38702,38703,38704,38705,38706,38707,38708,38709,38710,38711,38712,38713,38714,38715,38716,38717,38718,38719,38720,38721,38722,38723,38724,38725,38726,38727,38728,38729,38730,38731,38732,38733,38734,38735,38736,38737,38738,38739,38740,38741,38742,38743,38744,38745,38746,38747,38748,38749,38750,38751,38752,38753,38754,38755,38756,38757,38758,38759,38760,38761,38762,38763,38764,38765,38766,38767,38768,38769,38770,38771,38772,38773,38774,38775,38776,38777,38778,38779,38780,38781,38782,38783,38784,38785,38786,38787,38788,38789,38790,38791,38792,38793,38794,38795,38796,38797,38798,38799,38800,38801,38802,38803,38804,38805,38806,38807,38808,38809,38810,38811,38812,38813,38814,38815,38816,38817,38818,38819,38820,38821,38822,38823,38824,38825,38826,38827,38828,38829,38830,38831,38832,38833,38834,38835,38836,38837,38838,38839,38840,38841,38842,38843,38844,38845,38846,38847,38848,38849,38850,38851,38852,38853,38854,38855,38856,38857,38858,38859,38860,38861,38862,38863,38864,38865,38866,38867,38868,38869,38870,38871,38872,38873,38874,38875,38876,38877,38878,38879,38880,38881,38882,38883,38884,38885,38886,38887,38888,38889,38890,38891,38892,38893,38894,38895,38896,38897,38898,38899,38900,38901,38902,38903,38904,38905,38906,38907,38908,38909,38910,38911,38912,38913,38914,38915,38916,38917,38918,38919,38920,38921,38922,38923,38924,38925,38926,38927,38928,38929,38930,38931,38932,38933,38934,38935,38936,38937,38938,38939,38940,38941,38942,38943,38944,38945,38946,38947,38948,38949,38950,38951,38952,38953,38954,38955,38956,38957,38958,38959,38960,38961,38962,38963,38964,38965,38966,38967,38968,38969,38970,38971,38972,38973,38975,38976,38977,38978,38979,38980,38981,38982,38983,38984,38985,38986,38987,38988,38989,38990,38991,38992,38993,38994,38995,38996,38997,38998,38999,39000,39001,39002,39003,39004,39005,39006,39007,39008,39009,39010,39011,39012,39013,39014,39015,39016,39017,39018,39019,39020,39021,39022,39023,39024,39025,39026,39027,39028,39029,39030,39031,39032,39033,39034,39035,39036,39037,39038,39039,39040,39041,39042,39043,39044,39045,39046,39047,39048,39049,39050,39051,39052,39053,39054,39055,39056,39057,39058,39059,39060,39061,39062,39063,39064,39065,39066,39067,39068,39069,39070,39071,39072,39073,39074,39075,39076,39077,39078,39079,39080,39081,39082,39083,39084,39487,39488,39489,39490,39495,39496,39497,39498,39499,39500,39615,39617,39618,39619,39620,39621,39622,39623,39624,39625,39626,39627,39628,39629,39630,39631,39632,39633,39634,39635,39636,39637,39638,39639,39640,39641,39642,39643,39644,39645,39646,39647,39648,39649,39650,39651,39652,39653,39654,39655,39656,39657,39658,39659,39660,39661,39662,39663,39664,39665,39666,39667,39668,39669,39670,39671,39672,39673,39674,39675,39676,39677,39736,39737,39738,40008,40027,40062,
h1p4s4g 5 8220
laurier 2 8240
hot 11 8248
playback 8 8292
pub/msdos/games/program 1 8324
hypertetrahedra 2 8328
hop 1 8336
arc/info 5 8340
turk 3 8360
perspect 12 8372
09:50:27 1 8420
wolfram 2 8424
1993apr18.202358.27950 1 8432
mueller 2 8436
128.101.25.31 2 8444
x3.124-1985 2 8452
laserjet/paintjet 2 8460
1qq2qninn818 2 8468
07:35:41 1 8476
hcrlgw 3 8480
shorin 1 8492
drivel 1 8496
dlunt 1 8500
filmrecord 3 8504
diagram 6 8516
alt.internet.services:5689 1 8540
wrong 48 8544
beauti 7 8736
14:58:38 1 8764
alt.binaries.pictures.utilities:4224 1 8768
comp.sys.amiga.graphics:14056 1 8772
reshap 1 8776
c-code 2 8780
helsinki 3 8788
c5jcji.kj3 1 8800
1t0maainno56 3 8804
warfar 5 8816
revolt 1 8836
708-358-8721 2 8840
*/pub/img.tar.z 2 8848
comp.sys.sgi.graphics:909 1 8856
dta.ex 1 8860
alias 5 8864
/s=archive-server/ou=nic/o=switch/prmd=switch/admd=arcom/c=ch/ 2 8884
18th 2 8892
menlo 4 8900
09:51:20 1 8916
recompress 3 8920
pov2jpg 1 8932
iapr 1 8936
wing 1 8940
backdrop 1 8944
__ 11 8948
isy.liu.s 4 8992
fax_____________________________email______________________________ 1 9008
heavy-hand 3 9012
feedback 7 9024
cx5 1 9052
clumsi 1 9056
telecom 1 9060
xlib 5 9064
p12.y*p12.i 1 9084
llullaillaco.engin.umich.edu 4 9088
uni-heidelberg 1 9104
-sampl 3 9108
xwud 1 9120
matess 3 9124
lower-cost 1 9136
visualisierung 1 9140
affect 8 9144
1993apr25.233743.19028 2 9176
nishantha 3 9184
1600-1900k 1 9196
vari 10 9200
rountin 1 9240
1rro2q 1 9244
fir 2 9248
focus.csl.uiuc.edu 1 9256
_| 2 9260
graphics/graphics/ray/rtrace/ 1 9268
fit 31 9272
statlib 2 9396
fix 31 9404
xm 3 9528
quadtre 1 9540
inan 1 9544
so-and-so 2 9548
comp.lang.c++ 5 9556
fif 3 9576
fig 2 9588
1993apr19.144533.6779 18 9596
1024x512 1 9668
991-3773 1 9672
hidden 21 9676
1993apr16.212441.34125 8 9760
\\_______________ 1 9792
easier 22 9796
_a 1 9884
comp.graphics:38260 1 9888
comp.graphics:37941 1 9892
undercut 1 9896
74f244 1 9900
comp.graphics:37944 1 9904
comp.graphics:37945 1 9908
comp.graphics:37947 1 9912
comp.graphics:38268 1 9916
16:37:20 1 9920
microware.com 3 9924
rectangl 5 9936
iris.iit.edu 1 9956
decomposit 2 9960
masscomp 2 9968
ensimag 1 9976
interrupt 5 9980
trondheim 5 10000
schussel:89 1 10020
sixteen 4 10024
~re00/tmp/sm.2.1.0.tar.z 2 10040
silver 8 10048
~~_ 1 10080
rumour 26 10084
repaint 1 10188
thyme 1 10192
uncc.edu 1 10196
cis.uab.edu 5 10200
sci.math.num-analysis:8069 1 10220
barton 1 10224
tif/img/tga 1 10228
_/ 12 10232
accommod 4 10280
_- 2 10296
18:46:05 1 10304
cerrito 2 10308
arrow 4 10316
ftpmail-request 2 10332
debug 2 10340
suspens 1 10348
128.153.4.2 2 10352
klameru 1 10360
p12.z 1 10364
austria 2 10368
we'r 3 10376
noca.ca.na 1 10388
inflat 1 10392
laboratori 33 10396
msdos/graphics/hv12.zip 3 10528
allan 2 10540
haber 1 10548
01:46:47 1 10552
sci.math:43348 1 10556
nntpusr 2 10560
ousrvr.oulu.fi 1 10568
johan 1 10572
whit 1 10576
herbert 1 10580
ring 3 10584
mdt 3 10596
09:34:52 1 10608
rt 4 10612
ru 4 10628
rw 1 10644
snail 8 10648
rr 3 10680
luftreisebyraa 1 10692
*irit* 2 10696
urbana 11 10704
dsp 8 10748
smp 1 10780
rd 7 10784
tekton 1 10812
dsl 1 10816
1r7239 1 10820
comp.graphics.animation:2956 1 10824
rb 1 10828
11:35:41 1 10832
rl 2 10836
rm 7 10844
msc_wdqn 1 10872
size 35 10876
rh 2 11016
filmpak 2 11024
rj 1 11032
smart 6 11036
gate 9 11060
39a 1 11096
beach.cis.ufl.edu 2 11100
navig 4 11108
||==================================||notr 2 11124
midpoint 1 11132
strata 1 11136
immort 2 11140
07:05:17 1 11148
umass-lowel 1 11152
ian 7 11156
deduct 1 11184
ferdinan 5 11188
harmanc 1 11208
distri- 2 11212
klah 1 11220
stratu 1 11224
129.95.72.34 2 11228
mcdougald 4 11236
unix/sun 1 11252
abil 16 11256
r5 1 11320
uiuc 1 11324
rtrue 2 11328
'boid 1 11336
*vrend* 2 11340
r2 1 11348
*format 1 11352
atl 1 11356
mail-to-new 6 11360
f3 4 11384
toontown.columbiasc.ncr.com 3 11400
lsgif 1 11412
ati 14 11416
silicon 18 11472
comp.sys.sgi.graph 4 11544
att 8 11560
17:05:29 1 11592
unabl 5 11596
sahr 1 11616
x2002 1 11620
130.83.128.111 2 11624
r- 2 11632
r. 20 11640
1993apr16.114158.2246 6 11720
confus 17 11744
token 1 11812
juergen 1 11816
tiff/ep 1 11820
yin 1 11824
photgraph 2 11828
shopper 2 11836
lazeru 2 11844
exodus.eng.sun.com 1 11852
slinki 3 11856
wast 10 11868
rustad 1 11908
instruct 26 11912
comp.multimedia.open-telemat 1 12016
rigel.acs.oakland.edu 1 12020
standards-in-progress 1 12024
sutherland 7 12028
93106.083301rcb 1 12056
spectra 4 12060
xia 4 12076
n3.i 1 12092
05:48:39 1 12096
memo.148671 1 12100
kortink 3 12104
secs.ucsc.edu 1 12116
yasushi 1 12120
silenc 6 12124
caen 77 12148
n3.z 1 12456
cd-i 8 12460
master 8 12492
similarli 2 12524
01:44:45 1 12532
fauern 1 12536
d9hh.734115637 1 12540
bitter 3 12544
legu 1 12556
barrault 1 12560
listen 2 12564
danish 1 12572
ftp.informatik.uni-oldenburg.d 3 12576
geneva 2 12588
c5x9xs.khe 2 12596
17f 2 12604
*blue 1 12612
outward-fac 1 12616
bit.listserv.omrscan 1 12620
wisdom 4 12624
v'=1.31 1 12640
mathematisch 1 12644
20:16:58 1 12648
nffclean 1 12652
_the 1 12656
disp135.zip 1 12660
23:23:22 1 12664
error_ 1 12668
crawl 2 12672
technic 50 12680
1rgor 1 12880
unixd2.cis.pitt.edu 1 12884
trek 3 12888
graphic-perform 1 12900
_____________________________________________________________________ 1 12904
15:36:26 1 12908
quintess 1 12912
cim 1 12916
adp 1 12920
tree 4 12924
ncr-mpd.ftcollinsco.ncr.com 1 12940
project 83 12944
11:30:13 1 13276
peter.vanderveen 2 13280
286-6695 2 13288
theta=0.0 1 13296
3d-reconstruct 1 13300
*paper 2 13304
152.2.128.159 3 13312
coover 1 13324
tdkt 1 13328
tion 3 13332
sugra.uucp 4 13344
mdisea 2 13360
xmemori 1 13368
1993apr14.191415.10553 4 13372
goya 1 13388
\.pov/\1/ 1 13392
chemistri 3 13396
fli/flc 1 13408
22:50:02 1 13412
wupost 67 13416
boston 4 13684
husc.harvard.edu 1 13700
keeper 1 13704
spectrum 9 13708
parenthes 1 13744
s.u-tokyo 1 13748
oqd 1 13752
used/heard 5 13756
kimura:90 1 13776
increment 4 13780
infring 1 13796
incompat 4 13800
mannheim 1 13816
aust. 2 13820
full-screen 8 13828
black/whit 2 13860
00:43:26 1 13868
appreciated- 1 13872
1-800-225-6242 2 13876
c5vw5g.bb9 2 13884
ltb1l7innbpu 1 13892
especi 26 13896
gripe 9 14000
vga 70 14036
__ian 1 14316
matthew 5 14320
c.c.lilley 13 14340
vgx 4 14392
framebuff 2 14408
17:16:25 1 14416
willing/ 1 14420
paintbrush 2 14424
rhcp 1 14432
solist.htsa.aha.nl 1 14436
dstos3.dsto.gov.au 1 14440
modeller/rend 1 14444
elev 5 14448
praktisch 2 14468
shall 6 14476
09:40:26 1 14500
news.unomaha.edu 11 14504
object 66 14548
alu 1 14812
victoria 11 14816
ensembl 1 14860
landmark 1 14864
hdptite 4 14868
addict 1 14884
letter 15 14888
^^^^^^^^^^^^^^^^^^^^^^^^^ 2 14948
trux.mi.org 1 14956
hearn.nic.surfnet.nl 1 14960
pn 2 14964
elwood.reston.ingr.com 1 14972
46556|| 2 14976
houses/books/magazin 2 14984
i2c 2 14992
leahi 1 15000
c51eyz.4ix 5 15004
upenn 1 15024
professor 7 15028
camp 2 15056
lpr 1 15064
worker_ 1 15068
dummi 1 15072
tech 10 15076
lpi 1 15116
teck 1 15120
4/21/93 1 15124
haberj 1 15128
rsinc.com 2 15132
views/imag 1 15140
came 21 15144
marvel 1 15228
192.109.42.11 1 15232
xloadimag 19 15236
128.111.254.105 2 15312
cs.ruu.nl 21 15320
00:25:25 1 15404
hungari 2 15408
\_. 1 15416
cheapli 4 15420
terra-mar 2 15436
hardware-specif 1 15444
transluc 1 15448
poley 1 15452
dicken 2 15456
prix 1 15464
row++ 1 15468
imagine-32 2 15472
to/from 8 15480
ulcer 1 15512
appreaci 1 15516
gamma-correct 1 15520
advac 1 15524
comp.sys.amiga.graphics:14278 1 15528
caper 1 15532
======================================================================= 1 15536
x1 1 15540
layout 11 15544
xserver 2 15588
ment 1 15596
menu 24 15600
cch.coventry.ac.uk 5 15696
sun1x.res.utc.com 1 15716
knoxvil 5 15720
restaur 1 15740
comp.sys.dec:16040 1 15744
mad-celt 1 15748
caligula.his.s 1 15752
theme 3 15756
busi 22 15768
x4 3 15856
rich 7 15868
woodward 2 15896
cs.princeton.edu 3 15904
cs.unc.edu 3 15916
brandwein 1 15928
impair 2 15932
alt.graphics.pixutil 40 15940
plate 1 16100
pb2 1 16104
variati 1 16108
comp.graphics:39496 1 16112
cit-vax 1 16116
champaign 4 16120
pre-empt 1 16136
7-14 3 16140
12:05:36 1 16152
7-11 1 16156
news2.cis.umn.edu 2 16160
alt.binaries.pictures.erotica.d:14993 1 16168
dux.dundee.ac.uk 3 16172
spool.mu.edu 28 16184
